Overall Place,Name,Number of Events,Series Points,Battle Creek Fifty K Points,Seeley Hills Classic Points,Riverview Loppet Points,Noquemanon Points,Mt. Ashwabay Summit Ski Race Points,City of Lakes Loppet Points,Vasaloppet USA Points
313,Pete Marshall,2,73.22,0.0,0.0,0.0,0.0,0.0,53.22,20.0
314,Michael Hall,1,73.1,0.0,0.0,0.0,0.0,0.0,0.0,73.1
315,Ken Gordon,1,72.89,0.0,72.89,0.0,0.0,0.0,0.0,0.0
316,Anders Osthus,1,72.81,0.0,0.0,0.0,0.0,0.0,72.81,0.0
317,Henry Osburn,2,72.63,0.0,52.63,0.0,0.0,0.0,20.0,0.0
318,James Symanski,1,72.51,0.0,0.0,0.0,0.0,0.0,72.51,0.0
319,Gary Maher,1,72.41,0.0,0.0,0.0,0.0,0.0,0.0,72.41
320,Mike Nechuta,1,72.37,0.0,72.37,0.0,0.0,0.0,0.0,0.0
321,Fred Kueffer,1,71.47,0.0,0.0,0.0,0.0,0.0,71.47,0.0
322,Andrew Komp,1,71.42,0.0,0.0,0.0,0.0,0.0,71.42,0.0
323,CLAYTON KEIM,1,71.35,0.0,0.0,0.0,0.0,0.0,71.35,0.0
324,Michael Garrity,1,71.32,0.0,71.32,0.0,0.0,0.0,0.0,0.0
325,Ronald White,1,71.11,0.0,71.11,0.0,0.0,0.0,0.0,0.0
326,Wyat Brueggeman,1,71.05,0.0,0.0,0.0,0.0,0.0,71.05,0.0
327,Nicholas Arth,2,70.78,43.0,0.0,0.0,0.0,0.0,27.78,0.0
328,Bjorn Gangeness,1,70.76,0.0,0.0,0.0,0.0,0.0,70.76,0.0
329,Alexander Hulteen,1,70.21,0.0,0.0,0.0,70.21,0.0,0.0,0.0
330,Dan Wolbrink,1,70.18,0.0,0.0,0.0,0.0,0.0,70.18,0.0
331,Timothy Nelson,2,70.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0
332,Michael Kuhne,2,70.0,0.0,20.0,0.0,0.0,0.0,0.0,50.0
333,Jim Kyle,1,69.58,0.0,69.58,0.0,0.0,0.0,0.0,0.0
334,Dan McGrath,1,69.37,0.0,0.0,0.0,0.0,0.0,69.37,0.0
335,Alexander Gullickson,1,69.15,0.0,0.0,0.0,69.15,0.0,0.0,0.0
336,Charles Anderson,1,69.11,0.0,0.0,0.0,0.0,0.0,69.11,0.0
337,Jacob Scheckman,1,69.08,0.0,69.08,0.0,0.0,0.0,0.0,0.0
338,Bill Oyler,1,69.01,0.0,0.0,0.0,0.0,0.0,69.01,0.0
339,Don Callander,2,69.0,0.0,0.0,49.0,0.0,0.0,0.0,20.0
340,Scott Bloom,2,68.91,0.0,20.0,0.0,0.0,48.91,0.0,0.0
341,Kurt Schroeder,1,68.74,0.0,68.74,0.0,0.0,0.0,0.0,0.0
342,Paul Humpal,2,68.62,0.0,0.0,0.0,20.0,0.0,0.0,48.62
343,Erik Erickson,1,68.25,0.0,0.0,0.0,0.0,0.0,68.25,0.0
344,Jesse Coenen,1,67.8,0.0,0.0,67.8,0.0,0.0,0.0,0.0
345,Ryan Nechuta,1,67.76,0.0,67.76,0.0,0.0,0.0,0.0,0.0
346,Joe Bettendorf,1,67.1,0.0,0.0,67.1,0.0,0.0,0.0,0.0
347,Mike Sund,1,67.05,0.0,67.05,0.0,0.0,0.0,0.0,0.0
348,Gregory Konieczny,2,67.0,0.0,20.0,0.0,47.0,0.0,0.0,0.0
349,Samuel Doniach,1,66.96,0.0,0.0,0.0,0.0,0.0,66.96,0.0
350,Jeffrey Powers,1,66.67,0.0,0.0,0.0,0.0,0.0,66.67,0.0
351,Will Andresen,1,66.51,0.0,0.0,0.0,0.0,66.51,0.0,0.0
352,Craig Pierce,1,66.45,0.0,66.45,0.0,0.0,0.0,0.0,0.0
353,Devon Byers,1,66.38,0.0,0.0,0.0,0.0,0.0,0.0,66.38
354,Kent York,2,66.0,0.0,0.0,0.0,0.0,0.0,46.0,20.0
355,Bernie Winter,2,66.0,0.0,46.0,20.0,0.0,0.0,0.0,0.0
356,Ashton Kruse,1,65.79,0.0,65.79,0.0,0.0,0.0,0.0,0.0
357,MATT GARDNER,1,65.7,0.0,0.0,0.0,0.0,0.0,65.7,0.0
358,Nick Mele,2,65.61,0.0,0.0,0.0,0.0,0.0,45.61,20.0
359,Richard Ekstrum,2,65.59,0.0,0.0,45.59,0.0,20.0,0.0,0.0
360,Eric Waldron,2,65.52,0.0,20.0,0.0,0.0,0.0,0.0,45.52
361,Henry Zurn,1,65.5,0.0,0.0,0.0,0.0,0.0,65.5,0.0
362,Ben Ruhme,1,65.2,0.0,0.0,0.0,0.0,0.0,65.2,0.0
363,David Grant,1,65.19,0.0,0.0,0.0,65.19,0.0,0.0,0.0
364,Nick Petersen,1,64.89,0.0,0.0,0.0,64.89,0.0,0.0,0.0
365,Kyle Hall,2,64.74,0.0,0.0,0.0,0.0,0.0,44.74,20.0
366,Steve Eberly,1,64.71,0.0,0.0,0.0,0.0,0.0,64.71,0.0
367,Peter Langr,2,64.53,0.0,0.0,0.0,0.0,0.0,44.53,20.0
368,Thomas Meyer,2,64.51,0.0,0.0,44.51,0.0,20.0,0.0,0.0
369,Daniel Ludwig,1,64.5,0.0,64.5,0.0,0.0,0.0,0.0,0.0
370,Kevin Olson,1,64.39,0.0,64.39,0.0,0.0,0.0,0.0,0.0
371,Ken Harris,1,64.26,0.0,64.26,0.0,0.0,0.0,0.0,0.0
372,John Garrett,1,64.21,0.0,0.0,0.0,0.0,64.21,0.0,0.0
373,Jacob Greeneway,1,64.04,0.0,0.0,0.0,0.0,0.0,64.04,0.0
374,Tyler Lindquist,2,64.0,44.0,0.0,0.0,0.0,0.0,0.0,20.0
375,Jarrod Lucca,2,63.86,20.0,0.0,0.0,0.0,0.0,43.86,0.0
376,Tim Vitters,1,63.28,0.0,0.0,0.0,0.0,0.0,0.0,63.28
377,Matt Gregory,1,63.17,0.0,0.0,0.0,0.0,0.0,63.17,0.0
378,Cole Hendrickson,1,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Steve Chiodo,1,62.93,0.0,0.0,0.0,0.0,0.0,0.0,62.93
380,Judd Palubicki,1,62.76,0.0,0.0,0.0,0.0,0.0,0.0,62.76
381,Rod Raymond,1,62.46,0.0,0.0,62.46,0.0,0.0,0.0,0.0
382,Sylvain Mounes,1,61.99,0.0,0.0,0.0,0.0,0.0,61.99,0.0
383,Luke Holtan,2,61.49,0.0,20.0,0.0,41.49,0.0,0.0,0.0
384,brian bell,1,61.08,0.0,0.0,0.0,0.0,0.0,61.08,0.0
385,Wyatt Pajtash,1,61.02,0.0,0.0,61.02,0.0,0.0,0.0,0.0
386,Darren Halzle,1,60.82,0.0,0.0,0.0,0.0,0.0,60.82,0.0
387,Peter Hinck,1,60.64,0.0,0.0,0.0,60.64,0.0,0.0,0.0
388,Nicholas Limoni,1,60.53,0.0,0.0,0.0,0.0,0.0,60.53,0.0
389,Paul Vargo,1,60.47,0.0,60.47,0.0,0.0,0.0,0.0,0.0
390,Jesse Beier,1,60.23,0.0,0.0,0.0,0.0,0.0,60.23,0.0
391,James Gleckner,2,60.18,21.0,0.0,0.0,0.0,0.0,39.18,0.0
392,Steven Aldrich,1,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Joe Anderson,2,60.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0
394,Ben Bauch,1,59.94,0.0,0.0,0.0,0.0,0.0,59.94,0.0
395,James Flax,1,59.63,0.0,59.63,0.0,0.0,0.0,0.0,0.0
396,Sean Newmister,1,59.57,0.0,0.0,0.0,59.57,0.0,0.0,0.0
397,David Griffiths,1,59.4,0.0,0.0,0.0,0.0,0.0,59.4,0.0
398,Dan Kohler,1,59.24,0.0,0.0,59.24,0.0,0.0,0.0,0.0
399,Colin Wadsworth,1,59.06,0.0,0.0,0.0,0.0,0.0,59.06,0.0
400,Mark Trumper,2,59.0,0.0,20.0,0.0,0.0,0.0,39.0,0.0
401,Garrett Bembenek,1,58.77,0.0,0.0,0.0,0.0,0.0,58.77,0.0
402,Eduardo Arteaga,1,58.56,0.0,0.0,0.0,0.0,0.0,58.56,0.0
403,Mike Drinane,1,58.51,0.0,0.0,0.0,58.51,0.0,0.0,0.0
404,Matt Francsis,1,58.48,0.0,0.0,0.0,0.0,0.0,58.48,0.0
405,Patrick Green,1,58.44,0.0,0.0,0.0,0.0,0.0,58.44,0.0
406,Brett Ostby,1,58.14,0.0,0.0,0.0,0.0,0.0,58.14,0.0
407,Mike Mccloskey,1,57.84,0.0,57.84,0.0,0.0,0.0,0.0,0.0
408,Jacob Dalberg,2,57.29,0.0,0.0,37.29,0.0,20.0,0.0,0.0
409,John Mcculloch,1,57.24,0.0,57.24,0.0,0.0,0.0,0.0,0.0
410,Michael Craemer,2,57.0,0.0,20.0,0.0,0.0,0.0,37.0,0.0
411,Warren Schneider,1,56.97,0.0,56.97,0.0,0.0,0.0,0.0,0.0
412,Tom Raetz,1,56.9,0.0,0.0,0.0,0.0,0.0,0.0,56.9
413,Jake Mcginnis,1,56.9,0.0,0.0,0.0,0.0,0.0,0.0,56.9
414,Streeter Vars,2,56.84,0.0,20.0,0.0,0.0,0.0,36.84,0.0
415,Timothy Peterson,1,56.73,0.0,0.0,0.0,0.0,0.0,56.73,0.0
416,Taylor Forsyth,1,56.57,0.0,0.0,0.0,0.0,0.0,56.57,0.0
417,Philip Wandrei,2,56.55,0.0,0.0,0.0,0.0,0.0,20.0,36.55
418,Daniel Copperud,1,56.43,0.0,0.0,0.0,0.0,0.0,56.43,0.0
419,Edward Neaton,1,56.21,0.0,56.21,0.0,0.0,0.0,0.0,0.0
420,Leif Ronnander,1,56.03,0.0,0.0,0.0,0.0,0.0,0.0,56.03
421,James Hoffman,2,56.0,0.0,36.0,0.0,20.0,0.0,0.0,0.0
422,Daniel Boody,1,55.85,0.0,0.0,0.0,0.0,0.0,55.85,0.0
423,Jonathan Thralow,2,55.81,0.0,0.0,35.81,0.0,20.0,0.0,0.0
424,Brian Koeneman,1,55.69,0.0,0.0,0.0,0.0,0.0,55.69,0.0
425,Roger Schmitz,2,55.69,0.0,0.0,0.0,0.0,0.0,20.0,35.69
426,Adam Rauk,1,55.51,0.0,0.0,0.0,0.0,0.0,55.51,0.0
427,David Peyton,2,55.38,0.0,0.0,0.0,0.0,0.0,35.38,20.0
428,Nick Richards,1,55.26,0.0,0.0,0.0,0.0,0.0,55.26,0.0
429,Mark Gehlsen,1,55.06,0.0,0.0,0.0,0.0,0.0,55.06,0.0
430,Will Mitchell,1,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Matthew Nolan,1,54.97,0.0,0.0,0.0,0.0,0.0,54.97,0.0
432,Randy Thatcher,1,54.72,0.0,0.0,0.0,0.0,0.0,54.72,0.0
433,Nick Jordan,1,54.68,0.0,0.0,0.0,0.0,0.0,54.68,0.0
434,Douglas Scheider,1,54.58,0.0,0.0,0.0,0.0,54.58,0.0,0.0
435,Scott Crowley,1,54.55,0.0,0.0,0.0,54.55,0.0,0.0,0.0
436,David Aamodt,1,54.39,0.0,0.0,0.0,0.0,0.0,54.39,0.0
437,Nick Thomas,1,54.26,0.0,0.0,0.0,54.26,0.0,0.0,0.0
438,Daniel Sommer,1,54.13,0.0,54.13,0.0,0.0,0.0,0.0,0.0
439,Brian Tracy,1,53.8,0.0,0.0,0.0,0.0,0.0,53.8,0.0
440,David Berg,1,53.68,0.0,53.68,0.0,0.0,0.0,0.0,0.0
441,Tim Holmstrom,1,53.45,0.0,0.0,0.0,0.0,0.0,0.0,53.45
442,Callan Alcivar,1,53.29,0.0,53.29,0.0,0.0,0.0,0.0,0.0
443,Mark Baran,1,53.24,0.0,53.24,0.0,0.0,0.0,0.0,0.0
444,Jeffrey Pfaendtner,2,53.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0
445,Andrew Wall,2,53.0,0.0,28.0,0.0,0.0,0.0,0.0,25.0
446,Jake Palen,1,52.92,0.0,0.0,0.0,0.0,0.0,52.92,0.0
447,Brian Milavitz,1,52.65,0.0,0.0,0.0,0.0,0.0,52.65,0.0
448,Aaron Winger,1,52.59,0.0,0.0,0.0,0.0,0.0,0.0,52.59
449,James Bischoff,1,52.34,0.0,0.0,0.0,0.0,0.0,52.34,0.0
450,Jay Stroebel,1,52.08,0.0,52.08,0.0,0.0,0.0,0.0,0.0
451,Samuel Bryson,1,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Colin Dewey,1,51.88,0.0,0.0,0.0,0.0,0.0,51.88,0.0
453,Benjamin Latham,1,51.71,0.0,51.71,0.0,0.0,0.0,0.0,0.0
454,Eli Selinger,1,51.06,0.0,0.0,0.0,51.06,0.0,0.0,0.0
455,Robert Cattanach,1,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0
456,Mitch Vars,2,51.0,0.0,20.0,0.0,0.0,0.0,31.0,0.0
457,Bill Moser,2,51.0,0.0,0.0,31.0,0.0,0.0,0.0,20.0
458,Luke Bettendorf,1,50.85,0.0,0.0,50.85,0.0,0.0,0.0,0.0
459,Craig Helmstetter,2,50.76,0.0,0.0,0.0,0.0,0.0,30.76,20.0
460,Peter Bauer,1,50.69,0.0,0.0,0.0,0.0,0.0,0.0,50.69
461,Andrew Johnson,1,50.58,0.0,0.0,0.0,0.0,0.0,50.58,0.0
462,Paul Sutton,1,50.53,0.0,50.53,0.0,0.0,0.0,0.0,0.0
463,Ryan Poppinga,2,50.44,0.0,0.0,0.0,0.0,0.0,30.44,20.0
464,John Erickson,1,50.29,0.0,0.0,0.0,0.0,0.0,50.29,0.0
465,Tom Mcgoldrick,1,50.18,0.0,50.18,0.0,0.0,0.0,0.0,0.0
466,David Jedynak,2,50.12,0.0,0.0,0.0,0.0,0.0,30.12,20.0
467,Tom Rowe,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
468,Robin Shields-Cutler,1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Justin Eberhardt,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
470,Jeff Eichten,1,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
471,Jake Keepers,1,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
472,Isaac Barnhill,1,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
473,David Williams,1,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
474,Theodore Trzynka,1,49.76,0.0,49.76,0.0,0.0,0.0,0.0,0.0
475,Lon Anderson,1,49.61,0.0,49.61,0.0,0.0,0.0,0.0,0.0
476,Levi Schwartzberg,1,49.42,0.0,0.0,0.0,0.0,0.0,49.42,0.0
477,Ryan Sobczak,1,49.12,0.0,0.0,0.0,0.0,0.0,49.12,0.0
478,Jim Anderson,1,49.05,0.0,49.05,0.0,0.0,0.0,0.0,0.0
479,Steve Thatcher,1,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
480,Nathaniel Shields,1,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Mike Ahern,1,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
482,Noah Johnson,1,48.94,0.0,0.0,0.0,48.94,0.0,0.0,0.0
483,Kurt Halverson,1,48.91,0.0,0.0,0.0,48.91,0.0,0.0,0.0
484,Rob Kaufman,1,48.87,0.0,0.0,0.0,0.0,0.0,48.87,0.0
485,Anders Nyquist,1,48.84,0.0,0.0,0.0,0.0,48.84,0.0,0.0
486,Zach Burton,1,48.83,0.0,0.0,0.0,0.0,0.0,48.83,0.0
487,Matthew Trumper,1,48.54,0.0,0.0,0.0,0.0,0.0,48.54,0.0
488,Sam Keepman,1,48.25,0.0,0.0,0.0,0.0,0.0,48.25,0.0
489,Robert Daniels,1,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Ken Bradbury,1,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
491,John Waldron,1,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
492,George Curry,1,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
493,Amir Gharachorlou,1,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Tim Schmidt,1,47.95,0.0,0.0,0.0,0.0,0.0,47.95,0.0
495,Alex Popp,1,47.87,0.0,0.0,0.0,47.87,0.0,0.0,0.0
496,Justin Jones,1,47.66,0.0,0.0,0.0,0.0,0.0,47.66,0.0
497,Michael Fliegel,1,47.37,0.0,0.0,0.0,0.0,0.0,47.37,0.0
498,Jack Lewin,2,47.19,20.0,0.0,0.0,0.0,0.0,27.19,0.0
499,William DeZelar,1,47.09,0.0,0.0,0.0,0.0,0.0,47.09,0.0
500,Richard Pierce,1,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0
501,Jerry Gagner,1,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
502,Benjamin Fuller,1,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Michael Noble,1,46.94,0.0,0.0,0.0,0.0,0.0,46.94,0.0
504,Ken Wachtler,1,46.93,0.0,0.0,0.0,0.0,46.93,0.0,0.0
505,Timothy Kufahl,1,46.81,0.0,0.0,0.0,46.81,0.0,0.0,0.0
506,Andrew Strom,1,46.8,0.0,0.0,0.0,0.0,0.0,46.8,0.0
507,Jim Van Iwaarden,1,46.71,0.0,46.71,0.0,0.0,0.0,0.0,0.0
508,Jamon Lamers,1,46.68,0.0,0.0,0.0,46.68,0.0,0.0,0.0
509,Eric Stull,1,46.49,0.0,0.0,0.0,0.0,0.0,46.49,0.0
510,Jeffrey Meade,1,46.29,0.0,46.29,0.0,0.0,0.0,0.0,0.0
511,Mike Weispfenning,1,46.19,0.0,0.0,0.0,0.0,46.19,0.0,0.0
512,Chip Gerdin,1,46.03,0.0,0.0,0.0,0.0,0.0,0.0,46.03
513,Greg Klave,1,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
514,Joey Merrill,1,45.91,0.0,0.0,0.0,0.0,0.0,45.91,0.0
515,Stefan Rhodehumphries,1,45.74,0.0,0.0,0.0,45.74,0.0,0.0,0.0
516,Joel Newman,1,45.32,0.0,0.0,0.0,0.0,0.0,45.32,0.0
517,Tom Novacheck,1,45.27,0.0,0.0,0.0,0.0,0.0,45.27,0.0
518,Maxwell Green,1,45.03,0.0,0.0,0.0,0.0,0.0,45.03,0.0
519,Lloyd Glynn,1,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
520,Jason Lamppa,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
521,JOHN Daniels,1,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
522,Geary Searfoss,1,45.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
523,Euler Evangelista,2,45.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0
524,David Moore,1,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Robert Day,1,44.31,0.0,0.0,0.0,0.0,0.0,0.0,44.31
526,Brian Frost,1,44.26,0.0,44.26,0.0,0.0,0.0,0.0,0.0
527,Andrew Etteldorf,1,44.15,0.0,0.0,0.0,0.0,0.0,44.15,0.0
528,Philip Peterson,1,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
529,David Melcher,1,44.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
530,Brad Hilkene,2,44.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0
531,Alexander Loeffler,1,43.89,0.0,0.0,0.0,0.0,0.0,43.89,0.0
532,Hans Gottsacker,1,43.62,0.0,0.0,0.0,43.62,0.0,0.0,0.0
533,Bradley Wells,1,43.6,0.0,0.0,0.0,43.6,0.0,0.0,0.0
534,James Bruder,1,43.27,0.0,0.0,0.0,0.0,0.0,43.27,0.0
535,Erik Dean,2,43.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0
536,John Lyrenmann,1,42.98,0.0,0.0,0.0,0.0,0.0,42.98,0.0
537,Ryan Cramer,1,42.24,0.0,0.0,0.0,0.0,0.0,0.0,42.24
538,Ray Fini,1,42.21,0.0,0.0,0.0,0.0,0.0,42.21,0.0
539,Paul Wegner,1,42.16,0.0,0.0,0.0,0.0,0.0,42.16,0.0
540,Bill Barthen,1,42.16,0.0,42.16,0.0,0.0,0.0,0.0,0.0
541,Daniel Novak,1,42.11,0.0,0.0,0.0,0.0,0.0,42.11,0.0
542,Rick Neier,1,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
543,Kevin Schilling,1,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
544,Christopher Coffey,2,42.0,22.0,0.0,0.0,0.0,0.0,0.0,20.0
545,Bob Ganson,1,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
546,Bill Pilling,1,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
547,Ethan Ryan,1,41.81,0.0,0.0,0.0,0.0,0.0,41.81,0.0
548,Tim Gregory,1,41.72,0.0,0.0,0.0,0.0,0.0,0.0,41.72
549,Rob Martin,1,41.45,0.0,41.45,0.0,0.0,0.0,0.0,0.0
550,Burke Minahan,1,41.23,0.0,0.0,0.0,0.0,0.0,41.23,0.0
551,Timothy Kokes,2,41.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0
552,Brandan Burger,2,41.0,0.0,0.0,21.0,0.0,20.0,0.0,0.0
553,Bill Gilmore,1,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
554,Benjamin Dubay,1,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
555,David Haaland,1,40.67,0.0,0.0,0.0,0.0,0.0,40.67,0.0
556,Jonathan Opdahl,1,40.64,0.0,0.0,0.0,0.0,0.0,40.64,0.0
557,Kaelan Anderson,1,40.43,0.0,0.0,0.0,40.43,0.0,0.0,0.0
558,Andrew Goyke,1,40.4,0.0,0.0,0.0,40.4,0.0,0.0,0.0
559,Curt Frank,1,40.3,0.0,0.0,0.0,0.0,0.0,40.3,0.0
560,William Lindell,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
561,William Bauer,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
562,Will Daniels,2,40.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
563,Walter Rush,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
564,Wade Pearson,2,40.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
565,Tyler Korton,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
566,Tyler Bargman,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
567,Tom Dvoratchek,2,40.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0
568,Thomas Undine,2,40.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
569,Tait Myers,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
570,Stan Hokanson,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
571,Soren Hanhan,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
572,Sawyer Lepsch,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
573,Sam Tripp,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
574,Ross Johanningsmeier,2,40.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
575,Roberto Cattaneo,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
576,Robert Osburn,2,40.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0
577,Rj Ochmann,2,40.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0
578,Randall Farrow,1,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
579,Quinn Keyes,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
580,Philip Kram,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
581,Peter Daniels,2,40.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0
582,Paul Sakry,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
583,Paul Jensen,2,40.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0
584,Parker Sattersten,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
585,Owen Woods,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
586,Owen Finlay,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
587,Owen Caputo Sullivan,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
588,Niko Turnure,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
589,Nick Flynn,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
590,Nathan Taylor,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
591,Nathan Anderson,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
592,Moose Dougherty,1,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
593,Miles Smith,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
594,Miles Rakov,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
595,Michael Howe,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
596,Michael Daman,2,40.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0
597,Mete Kremers,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
598,Mark Ruff,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
599,Mark Lalonde,2,40.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
600,Luke Olmsted,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
601,Liam Urbanowicz,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
602,Kyle Kolberg,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
603,Joseph Block,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
604,Johann Geyer,2,40.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
605,Jim Washatka,2,40.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
606,Jes Pedersen,2,40.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
607,Jeffrey Glass,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
608,Jason Penticoff,2,40.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0
609,James Miller,2,40.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0
610,James Kyes,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
611,James Carlen,2,40.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0
612,James Baker,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
613,Jacob Meier,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
614,Isaiah Voges,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
615,Isaac Miller,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
616,Isaac Alanko,2,40.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0
617,Ian Miller,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
618,Ian Grossenbacher-Mcglamery,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
619,Haakon Erdahl,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
620,Grant Popp,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
621,Glen Wiley,2,40.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
622,Gary Krupp,2,40.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
623,Gabriel Hallgren,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
624,Fletcher Arlen,2,40.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
